Order ID,Amount,Profit,Quantity,Category,Sub-Category,Order Date,CustomerName,City
B-25283,5448,2204,5,Furniture,Sofas,09/08/2022,Luis Warner,New York City
B-25227,4115,1285,1,Furniture,Sofas,08/04/2020,Donald Perry,Orlando
B-25227,4761,2231,12,Furniture,Tables,08/04/2020,Donald Perry,Orlando
B-25669,5899,2264,6,Office Supplies,Binders,20/10/2023,Adam Stevens,Buffalo
B-25064,6109,3040,9,Furniture,Chairs,10/02/2022,Kimberly Johnson,Buffalo
B-25064,6109,3040,9,Furniture,Chairs,05/10/2023,Kelly Jones,Rochester
B-25064,4628,1491,17,Electronics,Electronic Games,10/02/2022,Kimberly Johnson,Buffalo
B-25064,4628,1491,17,Electronics,Electronic Games,05/10/2023,Kelly Jones,Rochester
B-26268,4369,584,13,Office Supplies,Pens,22/09/2022,Ashley Petty,Peoria
B-26268,4369,584,13,Office Supplies,Pens,03/04/2021,Crystal Ross,Austin
B-25456,5632,2358,20,Furniture,Sofas,03/05/2021,Alexis Duffy,Los Angeles
B-25456,5632,2358,20,Furniture,Sofas,11/02/2024,Stephanie Sanchez,Miami
B-25456,5632,2358,20,Furniture,Sofas,04/02/2025,Reginald Espinoza,Cleveland
B-25495,7519,402,14,Office Supplies,Paper,12/10/2022,Sandra Hicks,San Diego
B-25495,1564,674,13,Electronics,Electronic Games,12/10/2022,Sandra Hicks,San Diego
B-26552,2804,936,10,Electronics,Electronic Games,06/02/2022,Olivia Orozco,Austin
B-26552,2804,936,10,Electronics,Electronic Games,09/11/2020,Larry Moore,Tampa
B-26552,2804,936,10,Electronics,Electronic Games,03/05/2023,Mrs. Rachel Cannon DDS,Tampa
B-25203,2321,505,6,Furniture,Chairs,04/10/2022,Daniel Flowers,Springfield
B-25462,5730,482,6,Electronics,Laptops,21/08/2024,Randy Acosta,Tampa
B-26145,7441,867,12,Furniture,Sofas,20/11/2021,Deborah Williams,Chicago
B-26145,7441,867,12,Furniture,Sofas,13/05/2020,Robert Michael,Austin
B-25552,1732,766,7,Office Supplies,Binders,28/02/2023,Danny Ramirez,New York City
B-25552,8788,3944,19,Office Supplies,Paper,28/02/2023,Danny Ramirez,New York City
B-26069,838,271,11,Office Supplies,Markers,21/01/2021,Stephen Baker,Columbus
B-26069,838,271,11,Office Supplies,Markers,28/02/2022,Jeffrey Wilcox,Peoria
B-26069,3577,699,2,Furniture,Tables,21/01/2021,Stephen Baker,Columbus
B-26069,3577,699,2,Furniture,Tables,28/02/2022,Jeffrey Wilcox,Peoria
B-25120,7122,1836,6,Electronics,Phones,25/04/2024,James Clarke,Dallas
B-25120,7122,1836,6,Electronics,Phones,10/03/2023,Julia Gallagher,Houston
B-25120,7122,1836,6,Electronics,Phones,10/07/2023,Ronald Frey Jr.,New York City
B-25120,7327,2596,15,Office Supplies,Markers,25/04/2024,James Clarke,Dallas
B-25120,7327,2596,15,Office Supplies,Markers,10/03/2023,Julia Gallagher,Houston
B-25120,7327,2596,15,Office Supplies,Markers,10/07/2023,Ronald Frey Jr.,New York City
B-26146,2239,1094,18,Electronics,Printers,28/07/2024,Megan Charles,Tampa
B-26146,4932,1153,1,Office Supplies,Markers,28/07/2024,Megan Charles,Tampa
B-25549,4609,1084,8,Electronics,Printers,30/07/2023,Amy Duran MD,Orlando
B-25549,2328,788,4,Office Supplies,Paper,30/07/2023,Amy Duran MD,Orlando
B-25549,4734,958,7,Electronics,Printers,30/07/2023,Amy Duran MD,Orlando
B-25488,1388,345,5,Furniture,Sofas,05/10/2024,Christopher Thomas,New York City
B-25488,8555,1638,8,Electronics,Laptops,05/10/2024,Christopher Thomas,New York City
B-26885,9024,730,4,Furniture,Tables,20/02/2024,Peter Castro,Dallas
B-26885,2468,418,4,Electronics,Laptops,20/02/2024,Peter Castro,Dallas
B-25703,9438,1801,4,Electronics,Electronic Games,19/04/2023,Steven Acosta,Orlando
B-25703,9438,1801,4,Electronics,Electronic Games,29/10/2023,Lindsay Jackson,Austin
B-25809,2685,379,18,Electronics,Phones,08/03/2022,Kelly Smith,Cleveland
B-25809,2685,379,18,Electronics,Phones,08/12/2022,Sabrina Hartman,Tampa
B-25809,9916,4602,14,Furniture,Chairs,08/03/2022,Kelly Smith,Cleveland
B-25809,9916,4602,14,Furniture,Chairs,08/12/2022,Sabrina Hartman,Tampa
B-25809,6184,50,14,Electronics,Electronic Games,08/03/2022,Kelly Smith,Cleveland
B-25809,6184,50,14,Electronics,Electronic Games,08/12/2022,Sabrina Hartman,Tampa
B-25809,4548,2135,8,Office Supplies,Markers,08/03/2022,Kelly Smith,Cleveland
B-25809,4548,2135,8,Office Supplies,Markers,08/12/2022,Sabrina Hartman,Tampa
B-25477,7195,1665,7,Office Supplies,Markers,27/07/2024,Cynthia Smith,Rochester
B-25477,7195,1665,7,Office Supplies,Markers,05/07/2022,Olivia Dickerson,Buffalo
B-26018,3098,957,18,Furniture,Bookcases,04/07/2024,Whitney Stout,Austin
B-25329,5412,1192,18,Furniture,Tables,28/02/2024,Stephanie Flores,San Diego
B-25329,5412,1192,18,Furniture,Tables,03/01/2025,Gregory English,Los Angeles
B-25182,1397,686,11,Furniture,Chairs,07/12/2021,Natalie Maxwell,New York City
B-25492,9279,552,14,Furniture,Chairs,14/12/2021,Tina Blake,Buffalo
B-25492,9279,552,14,Furniture,Chairs,30/11/2020,Clarence Cooke,San Francisco
B-25492,2596,1003,19,Office Supplies,Paper,14/12/2021,Tina Blake,Buffalo
B-25492,2596,1003,19,Office Supplies,Paper,30/11/2020,Clarence Cooke,San Francisco
B-25517,6732,911,19,Furniture,Bookcases,29/12/2021,Tamara Guzman,Buffalo
B-25517,4495,1408,14,Office Supplies,Pens,29/12/2021,Tamara Guzman,Buffalo
B-25200,9653,2471,6,Office Supplies,Paper,08/07/2024,Marissa Hartman,Buffalo
B-26009,8945,1728,10,Furniture,Tables,10/02/2021,Sara Garcia,Peoria
B-26580,4007,201,13,Furniture,Bookcases,21/10/2020,Kathryn Rogers,Columbus
B-26580,4007,201,13,Furniture,Bookcases,17/04/2023,Kyle Dickson,Dallas
B-25679,810,231,18,Furniture,Bookcases,21/10/2020,Jacob Decker,Tampa
B-26034,9789,2071,18,Furniture,Bookcases,28/12/2023,Aaron Johnson,Rochester
B-26034,9229,4090,8,Electronics,Electronic Games,28/12/2023,Aaron Johnson,Rochester
B-25148,8141,3968,18,Office Supplies,Markers,23/12/2022,William Morse,Rochester
B-25148,8141,3968,18,Office Supplies,Markers,10/08/2022,Carrie Smith,Peoria
B-25148,1067,251,14,Furniture,Sofas,23/12/2022,William Morse,Rochester
B-25148,1067,251,14,Furniture,Sofas,10/08/2022,Carrie Smith,Peoria
B-25830,3839,1415,10,Office Supplies,Binders,17/10/2023,Vincent Roth,Los Angeles
B-25830,3839,1415,10,Office Supplies,Binders,28/02/2022,Andrew Benson,Orlando
B-25762,2858,482,13,Electronics,Electronic Games,24/05/2024,Jason Wilson,Austin
B-26794,2137,638,12,Furniture,Bookcases,02/10/2020,Colin Patterson,New York City
B-26794,2831,1289,12,Furniture,Chairs,02/10/2020,Colin Patterson,New York City
B-25011,3913,961,15,Furniture,Sofas,10/02/2024,Eric Bates,Columbus
B-25011,3913,961,15,Furniture,Sofas,06/02/2021,Steven Keith,San Francisco
B-25515,4468,1940,9,Office Supplies,Paper,16/03/2022,Seth Rodriguez,Tampa
B-25369,1579,602,9,Electronics,Laptops,24/05/2020,Lauren Jones,Cincinnati
B-25369,1579,602,9,Electronics,Laptops,16/02/2025,Thomas Wallace,Dallas
B-25369,1579,602,9,Electronics,Laptops,16/11/2021,Mr. Daniel Wilson,Cincinnati
B-25369,1579,602,9,Electronics,Laptops,08/09/2024,Julie Smith MD,Rochester
B-25369,3760,1849,19,Furniture,Chairs,24/05/2020,Lauren Jones,Cincinnati
B-25369,3760,1849,19,Furniture,Chairs,16/02/2025,Thomas Wallace,Dallas
B-25369,3760,1849,19,Furniture,Chairs,16/11/2021,Mr. Daniel Wilson,Cincinnati
B-25369,3760,1849,19,Furniture,Chairs,08/09/2024,Julie Smith MD,Rochester
B-26222,8706,3099,14,Office Supplies,Pens,29/06/2022,Carol Mitchell,Chicago
B-26222,4708,696,14,Electronics,Electronic Games,29/06/2022,Carol Mitchell,Chicago
B-26222,8089,3132,17,Furniture,Chairs,29/06/2022,Carol Mitchell,Chicago
B-25316,5462,673,12,Electronics,Printers,03/11/2022,John Thompson,Austin
B-25507,6392,444,18,Electronics,Electronic Games,28/11/2023,Debra Rodriguez,Tampa
B-25846,8706,1724,3,Electronics,Electronic Games,25/04/2020,Erin Vasquez,Orlando
B-25763,2349,319,4,Office Supplies,Pens,18/01/2022,Clayton Lara,Miami
B-25763,8220,3882,14,Furniture,Chairs,18/01/2022,Clayton Lara,Miami
B-25763,2379,279,7,Furniture,Chairs,18/01/2022,Clayton Lara,Miami
B-25763,7377,2049,4,Office Supplies,Markers,18/01/2022,Clayton Lara,Miami
B-25465,717,158,16,Furniture,Tables,23/03/2022,Tony Ray,Cleveland
B-25465,717,158,16,Furniture,Tables,24/06/2020,Steven Frey,Miami
B-25465,717,158,16,Furniture,Tables,23/12/2022,Stephanie Leonard,Buffalo
B-25465,717,158,16,Furniture,Tables,24/11/2024,Crystal Chambers,New York City
B-25465,717,158,16,Furniture,Tables,06/11/2020,Robert White,Orlando
B-25465,717,158,16,Furniture,Tables,24/10/2023,Sylvia Barron,Rochester
B-25465,508,177,17,Furniture,Sofas,23/03/2022,Tony Ray,Cleveland
B-25465,508,177,17,Furniture,Sofas,24/06/2020,Steven Frey,Miami
B-25465,508,177,17,Furniture,Sofas,23/12/2022,Stephanie Leonard,Buffalo
B-25465,508,177,17,Furniture,Sofas,24/11/2024,Crystal Chambers,New York City
B-25465,508,177,17,Furniture,Sofas,06/11/2020,Robert White,Orlando
B-25465,508,177,17,Furniture,Sofas,24/10/2023,Sylvia Barron,Rochester
B-26352,9382,1085,3,Electronics,Printers,18/07/2023,Marcus Brown,Chicago
B-26352,9382,1085,3,Electronics,Printers,16/05/2022,Annette Pierce,Rochester
B-26352,4936,576,19,Furniture,Tables,18/07/2023,Marcus Brown,Chicago
B-26352,4936,576,19,Furniture,Tables,16/05/2022,Annette Pierce,Rochester
B-26528,2663,64,19,Furniture,Sofas,16/06/2024,Donald Hernandez,San Francisco
B-26528,2663,64,19,Furniture,Sofas,23/10/2021,Megan Davis,Cleveland
B-26670,5151,1680,5,Electronics,Printers,22/10/2022,Robert Brooks,Houston
B-25331,2514,95,8,Office Supplies,Pens,17/07/2023,Miguel Alvarez,Rochester
B-25832,6129,2976,2,Electronics,Laptops,24/02/2025,Jennifer Arnold,New York City
B-25832,4395,1663,3,Furniture,Bookcases,24/02/2025,Jennifer Arnold,New York City
B-25897,5393,2642,8,Furniture,Chairs,07/03/2021,Jessica Blankenship,Cincinnati
B-25713,2280,509,8,Electronics,Phones,03/01/2021,Peggy Campos,Buffalo
B-25065,6596,1439,9,Office Supplies,Paper,03/05/2023,Craig Ortega,Cincinnati
B-25949,4510,1896,5,Office Supplies,Paper,25/10/2023,Johnny Simon,Los Angeles
B-26033,6077,2378,18,Electronics,Phones,21/08/2022,Keith Brooks,New York City
B-26017,5379,2510,17,Electronics,Printers,16/04/2022,Jason Martinez,Columbus
B-26926,4629,1660,16,Office Supplies,Markers,02/04/2023,Steven Herrera,San Diego
B-26258,2710,555,20,Electronics,Laptops,21/10/2024,Beverly Lamb,Chicago
B-26258,3224,1018,14,Office Supplies,Binders,21/10/2024,Beverly Lamb,Chicago
B-26240,8042,936,15,Office Supplies,Markers,09/07/2021,Michael Williams,Springfield
B-26240,8042,936,15,Office Supplies,Markers,08/04/2022,Zachary Carpenter,Los Angeles
B-26922,3957,151,10,Office Supplies,Binders,30/04/2022,Timothy Baker,Austin
B-26894,8769,3178,16,Office Supplies,Markers,20/01/2023,Adam James,Chicago
B-25330,2957,917,16,Office Supplies,Pens,17/11/2024,Katrina Wood,Chicago
B-26288,5344,2607,6,Office Supplies,Paper,23/04/2022,James Murray,Dallas
B-26288,5344,2607,6,Office Supplies,Paper,18/02/2025,Mr. Nathaniel Reeves,Rochester
B-25228,6061,2121,19,Electronics,Laptops,27/05/2021,Jodi Wood,Cleveland
B-25228,6061,2121,19,Electronics,Laptops,17/01/2022,Dr. Thomas Peterson,San Diego
B-26457,5376,1928,7,Furniture,Tables,15/01/2025,Mario Hall,New York City
B-25790,2792,1008,8,Electronics,Printers,14/02/2021,Justin Rosales,Miami
B-25868,2944,249,5,Office Supplies,Binders,31/08/2024,Autumn Lee,Columbus
B-25868,2944,249,5,Office Supplies,Binders,26/12/2022,Victoria Duran,Dallas
B-25381,4220,945,13,Office Supplies,Markers,21/03/2024,Barry Garcia,Springfield
B-25381,4220,945,13,Office Supplies,Markers,15/12/2020,Dawn Webb,Peoria
B-25153,8526,1704,4,Office Supplies,Binders,21/03/2023,Patricia Sanford,Austin
B-26576,8218,1430,19,Furniture,Bookcases,08/06/2023,William Walters,San Francisco
B-26526,599,265,4,Electronics,Phones,17/07/2022,Emma Scott,Buffalo
B-26526,599,265,4,Electronics,Phones,05/12/2024,Sabrina Buckley,Rochester
B-26526,2727,543,10,Furniture,Bookcases,17/07/2022,Emma Scott,Buffalo
B-26526,2727,543,10,Furniture,Bookcases,05/12/2024,Sabrina Buckley,Rochester
B-25819,2589,605,11,Office Supplies,Pens,02/11/2023,Robert Rojas,San Francisco
B-25819,2589,605,11,Office Supplies,Pens,05/10/2024,Eric Johnson,Cleveland
B-25698,3776,1100,9,Electronics,Electronic Games,13/11/2022,Heather Parker,Austin
B-25698,3776,1100,9,Electronics,Electronic Games,28/12/2022,Thomas Matthews,Peoria
B-26820,5402,1666,12,Furniture,Bookcases,26/02/2025,Kimberly Beard,Cleveland
B-25396,5165,885,16,Office Supplies,Pens,12/11/2022,Lydia Donovan,Peoria
B-25396,4863,2394,4,Furniture,Bookcases,12/11/2022,Lydia Donovan,Peoria
B-25529,1626,258,15,Office Supplies,Pens,07/06/2021,Edward Johnson,Orlando
B-26501,8851,3962,7,Furniture,Tables,26/09/2020,Ricky Smith,Miami
B-26910,9680,3295,9,Furniture,Tables,29/04/2024,Mr. Ralph Garcia Jr.,Rochester
B-26910,8468,3666,8,Office Supplies,Pens,29/04/2024,Mr. Ralph Garcia Jr.,Rochester
B-26910,4441,314,14,Furniture,Chairs,29/04/2024,Mr. Ralph Garcia Jr.,Rochester
B-25978,6622,2673,8,Furniture,Sofas,10/04/2024,Malik Walker,New York City
B-26537,3260,207,17,Furniture,Tables,21/12/2023,Tanya Walker,San Diego
B-25881,8709,2322,8,Furniture,Tables,02/05/2024,Sherri Ferguson DVM,Austin
B-25881,8709,2322,8,Furniture,Tables,21/11/2024,Kristin Hart,San Francisco
B-25237,5250,187,1,Office Supplies,Binders,17/03/2022,Jim Johnson,Cincinnati
B-25237,5250,187,1,Office Supplies,Binders,14/05/2023,David Hamilton,Houston
B-26122,4116,921,20,Office Supplies,Paper,07/10/2024,Michael Jimenez,Los Angeles
B-26122,4116,921,20,Office Supplies,Paper,08/09/2020,Angela Norman,Springfield
B-25709,1109,418,15,Office Supplies,Paper,19/08/2021,Denise Mcdaniel,Los Angeles
B-26656,3573,562,7,Office Supplies,Pens,12/10/2022,Michael Rodriguez,Rochester
B-26656,3573,562,7,Office Supplies,Pens,23/05/2020,Matthew Huff,San Diego
B-26656,3573,562,7,Office Supplies,Pens,18/04/2020,Linda Little,Tampa
B-26656,8055,661,10,Electronics,Phones,12/10/2022,Michael Rodriguez,Rochester
B-26656,8055,661,10,Electronics,Phones,23/05/2020,Matthew Huff,San Diego
B-26656,8055,661,10,Electronics,Phones,18/04/2020,Linda Little,Tampa
B-25801,6829,2609,2,Electronics,Laptops,04/06/2022,Kerri Andrews,San Francisco
B-25801,6390,3089,12,Office Supplies,Paper,04/06/2022,Kerri Andrews,San Francisco
B-25006,5831,1574,17,Office Supplies,Pens,16/11/2022,Jeffrey Johnson III,San Francisco
B-25006,5831,1574,17,Office Supplies,Pens,18/07/2024,Daniel Dixon,San Diego
B-25006,5831,1574,17,Office Supplies,Pens,16/07/2023,Tiffany Robinson,Miami
B-26106,7952,3865,8,Furniture,Sofas,10/08/2020,Mr. Gregg Sawyer,Peoria
B-25789,3659,379,5,Furniture,Bookcases,22/06/2024,John Silva,Los Angeles
B-26292,4183,1159,4,Office Supplies,Pens,13/07/2020,Nathan Moss,Springfield
B-25895,7478,1381,11,Electronics,Phones,16/04/2024,Donald Medina,Houston
B-25813,702,238,9,Electronics,Phones,13/03/2021,Charles Henderson,Tampa
B-26863,4037,1494,15,Furniture,Chairs,01/04/2023,Brenda Davis,San Francisco
B-25759,5014,2332,2,Furniture,Chairs,10/11/2020,Leah Calderon,Chicago
B-26357,9879,4930,15,Electronics,Laptops,08/06/2023,Brandi Vasquez,Rochester
B-26819,8762,3502,1,Electronics,Phones,17/08/2021,Debra Richards,Tampa
B-25502,8490,800,1,Office Supplies,Pens,24/05/2020,Tammy Day,New York City
B-25258,6951,164,10,Furniture,Sofas,12/08/2021,Sheila Clay,Buffalo
B-26878,1078,309,3,Electronics,Phones,03/09/2022,Nicholas Flores,Cleveland
B-26878,1078,309,3,Electronics,Phones,01/10/2020,Jasmin Jones,Chicago
B-25170,8560,2166,19,Office Supplies,Binders,27/05/2022,Matthew Gardner,Tampa
B-25170,1031,318,20,Electronics,Electronic Games,27/05/2022,Matthew Gardner,Tampa
B-26842,6402,2770,19,Office Supplies,Markers,10/03/2024,Joseph Perkins,Orlando
B-26842,6402,2770,19,Office Supplies,Markers,05/10/2023,Ashley Adams MD,Orlando
B-26842,5916,1594,19,Electronics,Printers,10/03/2024,Joseph Perkins,Orlando
B-26842,5916,1594,19,Electronics,Printers,05/10/2023,Ashley Adams MD,Orlando
B-26599,4015,1751,15,Furniture,Chairs,28/08/2022,Cheryl Stevens,San Francisco
B-26599,4015,1751,15,Furniture,Chairs,08/09/2020,Jorge George,New York City
B-25705,9335,557,11,Electronics,Electronic Games,27/04/2021,Ann Mooney,Los Angeles
B-26366,4706,594,11,Office Supplies,Binders,21/08/2021,James Mendoza,Cleveland
B-26366,4706,594,11,Office Supplies,Binders,16/05/2021,Kaitlin Garrison,Columbus
B-26366,6584,371,6,Office Supplies,Markers,21/08/2021,James Mendoza,Cleveland
B-26366,6584,371,6,Office Supplies,Markers,16/05/2021,Kaitlin Garrison,Columbus
B-26116,6389,734,1,Furniture,Sofas,15/01/2022,Jeremy Jackson,Dallas
B-26443,9869,4299,12,Electronics,Printers,21/03/2023,Dale Craig,San Diego
B-26443,9869,4299,12,Electronics,Printers,28/12/2023,Joseph Hooper,Buffalo
B-25955,655,297,4,Office Supplies,Markers,15/02/2022,Alexander Adams,Buffalo
B-25955,655,297,4,Office Supplies,Markers,30/11/2023,Ashlee Mills,Orlando
B-26383,798,308,10,Electronics,Phones,12/01/2023,Brittany Jenkins,Buffalo
B-26383,798,308,10,Electronics,Phones,19/05/2023,Eddie Gonzales,Cleveland
B-26383,7967,2504,13,Electronics,Printers,12/01/2023,Brittany Jenkins,Buffalo
B-26383,7967,2504,13,Electronics,Printers,19/05/2023,Eddie Gonzales,Cleveland
B-26999,3756,1318,5,Furniture,Tables,19/02/2024,Edward Valencia,Miami
B-26712,5196,2477,1,Office Supplies,Markers,01/12/2021,Emma Bruce,Austin
B-26712,6586,1794,19,Furniture,Bookcases,01/12/2021,Emma Bruce,Austin
B-26066,6673,950,19,Office Supplies,Markers,19/12/2024,Carl Wade DDS,Buffalo
B-25996,714,232,14,Furniture,Tables,18/01/2023,Brandon Alvarado,Columbus
B-25996,714,232,14,Furniture,Tables,23/12/2020,Jennifer Clark,Austin
B-26924,1083,501,6,Office Supplies,Pens,28/02/2021,David Johnson,Austin
B-25541,2401,1163,10,Furniture,Bookcases,04/05/2023,April Marquez,Cleveland
B-25541,2401,1163,10,Furniture,Bookcases,22/04/2020,Joseph Guerrero,Los Angeles
B-25541,2401,1163,10,Furniture,Bookcases,13/08/2021,Michael Hanson,Rochester
B-25541,1045,267,11,Electronics,Phones,04/05/2023,April Marquez,Cleveland
B-25541,1045,267,11,Electronics,Phones,22/04/2020,Joseph Guerrero,Los Angeles
B-25541,1045,267,11,Electronics,Phones,13/08/2021,Michael Hanson,Rochester
B-25196,7806,1127,1,Office Supplies,Markers,20/07/2023,William Hill,Dallas
B-25855,5263,1743,19,Furniture,Sofas,28/08/2022,Kelsey Huber,Miami
B-25071,6147,2526,6,Office Supplies,Pens,14/03/2023,Hailey Chandler,Dallas
B-26159,7484,2871,15,Electronics,Phones,07/11/2023,Cheyenne Rose,Orlando
B-26159,7484,2871,15,Electronics,Phones,16/04/2024,Richard Petersen,Chicago
B-26159,7700,2712,1,Furniture,Sofas,07/11/2023,Cheyenne Rose,Orlando
B-26159,7700,2712,1,Furniture,Sofas,16/04/2024,Richard Petersen,Chicago
B-26228,8537,3586,13,Office Supplies,Markers,16/09/2022,Kathryn Gray,Rochester
B-25888,8858,3394,6,Furniture,Chairs,31/10/2024,Victor Collins,San Diego
B-25574,5313,2037,7,Electronics,Printers,25/11/2024,Jason Hernandez,San Francisco
B-25574,5313,2037,7,Electronics,Printers,29/10/2021,Jacob Torres,Houston
B-26938,3281,471,7,Furniture,Sofas,27/12/2023,Erin Hernandez,Los Angeles
B-26938,3281,471,7,Furniture,Sofas,25/06/2023,Jacob Guzman,Peoria
B-26379,8681,2458,9,Office Supplies,Pens,01/09/2020,Mike Armstrong,New York City
B-26623,6195,1556,18,Furniture,Sofas,01/02/2025,Cindy Rowland,Springfield
B-25566,3877,481,16,Furniture,Chairs,22/07/2023,Kenneth Matthews,Rochester
B-25566,3877,481,16,Furniture,Chairs,04/02/2022,Susan Valdez,New York City
B-26740,9369,3297,6,Electronics,Printers,27/09/2023,Stephanie Manning,Orlando
B-26740,9369,3297,6,Electronics,Printers,30/01/2025,Logan Galloway,New York City
B-26740,8680,4068,20,Electronics,Printers,27/09/2023,Stephanie Manning,Orlando
B-26740,8680,4068,20,Electronics,Printers,30/01/2025,Logan Galloway,New York City
B-26740,3067,1475,8,Electronics,Laptops,27/09/2023,Stephanie Manning,Orlando
B-26740,3067,1475,8,Electronics,Laptops,30/01/2025,Logan Galloway,New York City
B-25024,9002,4197,2,Office Supplies,Markers,15/01/2025,Christopher Stone,Cincinnati
B-25024,9002,4197,2,Office Supplies,Markers,28/03/2021,Megan Pitts,Columbus
B-26367,7105,2782,19,Office Supplies,Pens,25/12/2021,Richard Gardner,Columbus
B-26353,5317,1345,18,Furniture,Chairs,03/02/2023,Samuel Moore,Columbus
B-26353,5317,1345,18,Furniture,Chairs,28/04/2023,Robert Stokes,Orlando
B-26353,5317,1345,18,Furniture,Chairs,22/11/2024,Danielle Ramirez,San Francisco
B-26353,6304,766,14,Furniture,Tables,03/02/2023,Samuel Moore,Columbus
B-26353,6304,766,14,Furniture,Tables,28/04/2023,Robert Stokes,Orlando
B-26353,6304,766,14,Furniture,Tables,22/11/2024,Danielle Ramirez,San Francisco
B-25742,9565,1691,3,Office Supplies,Paper,02/07/2024,Taylor White,Springfield
B-25742,8245,324,11,Office Supplies,Paper,02/07/2024,Taylor White,Springfield
B-26965,1592,480,13,Electronics,Laptops,18/01/2022,Jordan Krause,Cleveland
B-26038,8400,267,5,Electronics,Phones,08/10/2024,Kimberly King,Columbus
B-26038,4963,1254,15,Office Supplies,Paper,08/10/2024,Kimberly King,Columbus
B-25317,2472,211,5,Electronics,Printers,21/06/2020,Sharon Russell,San Diego
B-25970,9132,3096,14,Furniture,Chairs,14/12/2023,Kevin Cooper,Tampa
B-25590,8305,1577,6,Office Supplies,Binders,16/12/2020,Darrell Ramos,Rochester
B-25580,1010,58,19,Electronics,Electronic Games,15/03/2025,Dr. Terry Alvarado,Tampa
B-25443,4544,1726,9,Electronics,Phones,21/08/2024,Kathy Wilson,Dallas
B-25443,5900,1738,20,Electronics,Phones,21/08/2024,Kathy Wilson,Dallas
B-25774,8861,3381,19,Office Supplies,Markers,27/05/2021,Brandon Le,San Diego
B-26505,8158,2052,13,Electronics,Phones,21/09/2020,Mary Wright,Cincinnati
B-25163,3411,1704,14,Office Supplies,Pens,11/01/2025,Douglas Reynolds,Los Angeles
B-26095,9406,1137,16,Office Supplies,Markers,20/10/2021,Leroy Harris,Houston
B-26095,1156,74,15,Electronics,Printers,20/10/2021,Leroy Harris,Houston
B-25768,5354,743,10,Furniture,Bookcases,19/10/2021,Ricardo Dixon,Springfield
B-25328,8780,3430,4,Electronics,Electronic Games,07/07/2024,Debra Smith,Austin
B-25328,8780,3430,4,Electronics,Electronic Games,25/07/2023,Jasmine James,Austin
B-26573,6783,3306,8,Furniture,Sofas,16/04/2020,Felicia Morton,Columbus
B-25138,1778,285,4,Office Supplies,Pens,04/07/2020,Sylvia Jenkins,New York City
B-26803,9399,1949,12,Electronics,Printers,16/05/2022,Elizabeth White,Rochester
B-26803,7957,965,4,Furniture,Sofas,16/05/2022,Elizabeth White,Rochester
B-25101,1638,661,13,Furniture,Chairs,25/11/2023,Steven Steele,Springfield
B-25827,1786,224,4,Furniture,Tables,17/08/2021,Amanda Ramirez,Dallas
B-25792,4751,781,9,Office Supplies,Paper,02/07/2023,Kyle Jackson,Buffalo
B-25646,8979,4477,4,Office Supplies,Paper,24/08/2020,Sharon Wilkins,Chicago
B-25043,2727,663,8,Electronics,Phones,07/11/2022,Austin Hammond,Miami
B-26598,1093,397,17,Electronics,Printers,27/03/2024,Jessica Barajas,Peoria
B-26598,1093,397,17,Electronics,Printers,01/09/2024,Jamie Jimenez,Buffalo
B-26598,1093,397,17,Electronics,Printers,22/02/2022,James Carter,Columbus
B-26598,2636,88,11,Office Supplies,Paper,27/03/2024,Jessica Barajas,Peoria
B-26598,2636,88,11,Office Supplies,Paper,01/09/2024,Jamie Jimenez,Buffalo
B-26598,2636,88,11,Office Supplies,Paper,22/02/2022,James Carter,Columbus
B-26643,7344,2251,7,Electronics,Electronic Games,11/02/2022,John Williams,Miami
B-26643,7306,1547,3,Office Supplies,Paper,11/02/2022,John Williams,Miami
B-26643,5832,2588,10,Electronics,Printers,11/02/2022,John Williams,Miami
B-25992,8572,2041,8,Furniture,Tables,27/05/2021,Alicia Oneill,Springfield
B-25992,8572,2041,8,Furniture,Tables,05/07/2023,Rebecca Huff,Springfield
B-25992,8572,2041,8,Furniture,Tables,27/10/2020,Diana Scott,San Diego
B-25992,8059,1834,10,Electronics,Printers,27/05/2021,Alicia Oneill,Springfield
B-25992,8059,1834,10,Electronics,Printers,05/07/2023,Rebecca Huff,Springfield
B-25992,8059,1834,10,Electronics,Printers,27/10/2020,Diana Scott,San Diego
B-25532,3661,436,13,Furniture,Sofas,26/01/2023,Brian Young,Austin
B-25564,2451,342,8,Office Supplies,Paper,06/09/2021,Susan Wright,Los Angeles
B-25564,2451,342,8,Office Supplies,Paper,12/11/2021,Kayla Banks,Cincinnati
B-25564,2451,342,8,Office Supplies,Paper,30/07/2024,Zachary Pierce,Houston
B-26543,7067,1943,16,Furniture,Tables,15/03/2022,Nicolas Owen,San Francisco
B-25976,4307,615,3,Electronics,Electronic Games,15/03/2024,Martha Carney,New York City
B-25976,4307,615,3,Electronics,Electronic Games,10/11/2020,Francisco Hicks,Springfield
B-25976,5694,1134,5,Furniture,Chairs,15/03/2024,Martha Carney,New York City
B-25976,5694,1134,5,Furniture,Chairs,10/11/2020,Francisco Hicks,Springfield
B-25929,962,298,18,Office Supplies,Binders,23/07/2022,Matthew Parker,Springfield
B-25497,2995,220,14,Furniture,Bookcases,13/09/2024,Paul Bryant,Buffalo
B-25497,2047,914,5,Office Supplies,Markers,13/09/2024,Paul Bryant,Buffalo
